2024110617251.txt,"appreciation,unprecedented,powerful,greatest,overcame,","furious,obstacles,concession,concede,",-0.2
2024110520341.txt,"elevate,groundbreaking,legendary,clear,excited,qualified,hope,flawless,grew,crushed,even,groove,instinct,orderly,love","late,nervous,disappointed,fatalistic,let down,ignored,betrayed,bulletproof,gamble,untested,vanish,convicted,felon,assassination,stunned",+0.2
2024110622471.txt,"winner, love, love, full, love, resolve, proud, victory, willing, peaceful, democracy, loyalty, freedom, justice, kindness, respect, strength, lift, ok, win, sparkling, eager, protect, access,","end, unable, loss, defeat, violent, riot, boos, critique, fight, swamped, inflammatory, attacks, enemy,",-0.2
20241107031011.txt,"good, great,","fraud, harsh, crackdown, violence,",-0.3
2024110623592.txt,"fundamental, selected, oldest, understanding, access, secure, primed, undergirded, provided, making, history, taught, earned, tough, defeated, first, focused, creating, helped, smart, pragmatic, unprecedent, accountable, focused, impact, full, legendary, accountable","tough, epidemic, alarming, opposed",+0.8
2024110710402.txt,"useful,sharper,sharper,improvement,star,special,capable","cautious,mercenary,limitations,expose,messy,rebuked,deafening,lose,tedious,mess,slashing,dead,dead,dead,dead,dead,shocks",-0.3
2024110710589.txt,"great, remarkable, hoped, peaceful, progress, good, grace, astonishing, gratitude, proud, opportunity, fairness, dignity, freedom","enmity, insulting, evil, sick, crazy, suffering, degeneration, struggles, headwinds, immune, shock, booed",-0.2
2024110619591.txt,"victory, peaceful, hopes, strength, professionalism, tenacity, unifying, victory, commitment, smooth, congratulate, congratulations,","concede,",+0.3
2024110621581.txt,"despair,grim,refusal,dejected,subdued,exodus,dark,spoiling,painful,hard,blow,declined",-0.1
2024110622063.txt,"incredibly, popular, strategic, critical, seriously, seriously, true, protection, rights","loss, lost, war, war, disastrous, pain, alienation, powerful, unsurprising, bumps, disturbing, trouble, conflict, refused, railed",-0.3
2024110710588.txt,"congratulations, congratulations, prosperity, respect, pray, bless, praised, victory, victory, truth, fit, smiling, historic, victory, victory","protesters, falling, slammed, undemocratic, reboot, thrown, apologize, mis-, disinformation, defaming, somber, teary-eyed, defeated, tearful, weep, shocked",-0.1
2024110520342.txt,"acclaimed,accomplished,achievement,amazing,awesome,beautiful,believe,believed,brilliant,calm,capable,charismatic,cheerful,classic,comfortable,compassionate,confident,considerate,constructive,content,courageous,creative,credible,delightful,dependable,desirable,devoted,dignified,diligent,divine,dynamic,eager,earnest,easygoing,effective,effortless,elegant,elite,embrace,empower,energetic,engaging,enjoyable,enthusiastic,excellent,exceptional,exciting,exquisite,extraordinary,fabulous,faithful,fantastic,fascinating,favorite,fearless,flawless,flexible,flourish,fortunate,friendly,fun,generous,genius,genuine,gifted,glorious,good,graceful,gracious,grand,great,groundbreaking,happy,harmonious,healthy,heartfelt,heroic,honest,honorable,hopeful,ideal,immaculate,impressive,incredible,inspired,invincible,irresistible,joyful,jubilant,kind,knowledgeable,legendary,liberating,lively,lovable,lovely,loyal,luminous,majestic,masterful,meaningful,memorable,mighty,motivated,noble,nurturing,outstanding,passionate,peaceful,perfect,phenomenal,playful,poised,positive,powerful,praiseworthy,priceless,proactive,productive,prosperous,proud,radiant,reassuring,refreshing,reliable,remarkable,resilient,resourceful,respectful,rewarding,rich,romantic,satisfied,secure,sensational,serene,skilled,smart,special,spectacular,spirited,splendid,stellar,successful,superb,supportive,talented,terrific,thrilling,thriving,timeless,top-notch,trustworthy,unique,unstoppable,uplifting,valued,vibrant,victorious,virtuous,visionary,warm,wealthy,welcoming,well-being,wholehearted,wise,wonderful,worthy,zealous,zestful","skeptical,fear,doubt,inequities,secrecy",+0.7
2024110622472.txt,"brilliant,brilliant","challenges,dark,dark",-0.1
2024110623591.txt,"better, highest-ranking, history, broken, barrier, shattered, excellence, leadership, responsibility, reaching, serving, expansive, leadership, winning, crystal clear, opportunity, uplift, empowerment, comfort, renewal, meaningful, devotion, advancement, proud, grateful, success, embrace, core, principles, truth, service, reinforced, importance, truth, speak, speak, uncomfortable, hallowed, iconic, passion, social justice, influenced, better, intellectual, curiosity, spirit, service, standout, refining","outcome, shattered, uncomfortable, inconvenient",+0.8
2024110619231.txt,congratulations,conceded,-0.1
2024110701442.txt,"vision, strengths, advantage, massive, philanthropist, choice, democracy","waste, grievances, bureaucracy, weaknesses, issues, loss, burnish, insular, conformity, lost, tedious",-0.3
2024110703241.txt,"hope,joy,celebrate,electric","loss,disappointment",+0.2
2024110619594.txt,"interactive,smart,information,services,analytics,contact,legal,requirements,security,prevention,capabilities","vary,consequences,disable,remove,properly,block",-0.2
2024110623152.txt,"enhanced, functionality, personalisation, preferences, services, necessary, relevant, allow, allow, allow,","anonymous, monitor, targeted, block, alert, identifiable, identifiable,",0.0
2024110620472.txt,"praise, polished, best, massive, massive, bigger, strategic, tactical, insurmountable, aligned, inevitable, unmistakable, overwhelming, victory, tough, choice, gigantic, beat,","wasted, lefty, distanced, nothing, doomed, suffering, rage, obstacle, flawed, inevitable, concerns, inflation, misogyny, hard, unpopular, destroyed, shrinking,",-0.2
2024110701331.txt,"extraordinary, enthusiastic, warm, charismatic, huge, optimistic, freedom, resonate, effective,","anxious, distrust, complacency, cynical, discomfort, misogyny, toxic, recriminations, inability, exploit, divisions,",-0.1
2024110617382.txt,"remarkably, historic, congratulated, importance, uniting,","convicted, criminal, disastrous, attacking, criticizing, inflation,",-0.1
2024110623594.txt,"exclusive, great, responsibility, potential, brighter, history, vision, self-belief, beloved, extraordinary, competence, commitment, best, lead, effort, responsibility, serving, experts, answer, reserved","relentless, convince, sweat, tears, fall short",+0.7
2024110703108.txt,"brilliant, benefit, optimism, faith, truth, service, freedom, win, important, better, future, dreams, ambitions, aspirations, democracy, victory, peaceful, power","crisis, dark, dark, fight, loss, hurt, fight, fight, fight, loss, boos",-0.1
2024110701441.txt,"eager, strong, competitive, thoughtful, strong, strong, genuine, sincere, best, bolder,","lost, refuse, loss, misogyny, racism, scrutiny, refusal, struggles, flaw, drawbacks, uneven, problem, unmemorable, disastrous, maligning, declining, never, refused,",-0.5
2024110622071.txt,conceded,-0.1
2024110701332.txt,"unwilling, unable, divisions, inequality, impossible, disavowing, nothing, wrong, recriminations, anger, failed, exhausted, unable, unwilling, Copyright",-0.7
2024110617381.txt,"better,gratitude,love,peaceful,distinguishing,loyalty,strength,professionalism,tenacity,unifying,","despair,deflated,distressed,tyranny,defeat,shattered,unfit,threat,underperforming,insurmountable,",+0.1
2024110620061.txt,"decisive, victory, historically, clear","conceding, hard-fought",-0.1
2024110703109.txt,"empowered, bright, upbeat, cheers, freedom, win, winner, hopeful, leaders, good, mainstay","lost, conceding, forlorn, painful, loss, painful, hard, hard",-0.2
2024110701078.txt,"won,won,victories,strongholds,won,strongholds,easily,nation's","fatal,flaws,doomed",-0.1
2024110703104.txt,"success,peaceful,cornerstone,responsibility,common,sincere,congratulations,congratulated,pray,authority,urge,praying,reflection,values,dreams,character,core,beliefs,victory,formidable,concern,prevailed,complete,prime","warned,protracted,critic,ensure,contempt,questioning,delusional,fractured,declined,grievances,concern,unchecked,authoritarian,upheaval",-0.1
2024110701075.txt,"congratulated, victory, commended, hopeful, gratifying, secure, warm, cordial, victory, well, wishes, congratulations, appreciate, commitment, strength, peace, closer, vindication, poised, powerful,","nix, bias, minority, defeat, partisan, beating, threat, broke, failed, insurrection, dire, warnings, rejected, abandoned, convicted, felon,",+0.1
2024110618281.txt,"victory, healthy, excellent, enjoy, miracle, joy, well, excellent, improved, benefits, affluent, pro-worker,","blamed, lazy, riling, decrying, wrong, corrosion, wrong, wrong, wrong, wrong, ungrateful, boneheaded, wrong, wrong, bogeyman, bad, flammable, blow, combustible, flames, angry, peeled, fury, defenders, worried",0.0
2024110620291.txt,"decisively, compelling, justified, hopeful, clean, disciplined, strong, appealing, patiently, meaningful","disaster, miserable, repugnant, misery, angry, failed, refused, flawed, wrong, uncomfortable, crazy, alienated, dissatisfied, disliked",-0.5
20241107105814.txt,"peaceful,importance,represents",none,+0.2
2024110710583.txt,"good, excited, authentic, brilliant, powerful, important, real, genuine, complete, champion, strong, brilliantly, overwhelming, support, happier, commitment, support, great, accomplished, battleground, serve,","dead, tired, destroying, enough, overwhelming, mandate, mandate, treated,",+0.3
2024110622082.txt,"freedom, forward, motion, change, help, win, possible, insight, necessary, deserved, improve, performance, popular,","expensive, aggrieved, alienate, misogyny, racism, complicated, dire, blame, poison, grifter, fail, anemic, failure, suffer, hurt, wreckage, sacrifice, problem, vulnerable, wolves,",-0.6
2024110709561.txt,"victory, ideals, peaceful, promise, bright, freedom, thank, supporters, respect, benefit, strength, professionalism, tenacity, unifying, congratulated, historic, heal, work, bright","defeated, fighting, despair, insults, fascist, threat, dark, grief, sombre, hopeless, lost",-0.1
2024110623411.txt,"independent, great, progressive, champion, strong, opposition, well, freedom, opportunity, fairness, dignity, ideals, heart, best","disastrous, scathing, disastrous, abandoned, abandoned, angry, instability, inequality, lack, criticized, extremist, war, disaster, malnutrition, starvation, doubt, pain, alienation, powerful, control, serious, fight, fight, breaking",-0.5
2024110621561.txt,"winner, important, peaceful, graceful, critical, resolve, gratitude, trust, love, promise, freedom, opportunity, fairness, dignity, ideals, best, future, freedom, democracy, rule, justice, sacred, fundamental, freedoms, respected, upheld, kindness, respect, strength, lift, dignity, deserve, OK, OK, important, freedom, justice, future, build, together, victory, deep, motivated, motivated, extremely, endorsed,","defeating, obstacles, assassination, losing, not, not, not, never, never, never, never, sad, disappointed, sad, disappointed, defeat, frustrations, inflation, unhappiness, fury, waned, hurried, dropped",-0.1
2024110710031.txt,"determination, elation, hope, determination, qualified, bright, motivated, chance, leadership, recognition, support, redemption, vindication","defeat, worst, bleak, worry, painful, felonies, lies, falsehoods, disparaged, brutal, anger, crushing, racism, sexism, controversy, missteps, suspicions, loss, feared, failed",-0.6
2024110622083.txt,"enhanced, functionality, personalisation, relevant, capable, enable, share, content, friends, networks",none,-0.1
2024110618451.txt,"extraordinary, honor, victory, freedom, prosperity, opportunity, congratulations","concede, radical, violent, crime, rejected",-0.2
2024110710582.txt,"agreed, close, cooperation, exceeded, responsibility, significant, gain, victory, entrusted, safeguard, freedom, landslide, protect, heart, anticipate, commitment, rising, liberty, prosperity, security, energy, skill, initiative, best, propel, forward, excitement, promise, united, united, historic, common, beautiful, good, resurgence, unity, positive, sanity, North Star","horrific, negative, down, reckoning, crazies",+0.4
2024110703105.txt,"victory, improve, supported, significantly, advantage, led, election, solutions, experts, difference, measures, making, strong, action, change, peaceful, congratulating, pride, extraordinary, remarkable, hope, great, encouraging, agreements, necessary, orderly, transition, access, sensitive, role, beginning, according, official, condition, sensitive","abandoned, sharply, barely, undo, reducing, lost, pollution, failed, expensive, failed, strong, problems, divided, delay, holding, limiting, sensitive",-0.1
2024110611273.txt,"successful,win,organised,reliable","suffer,dirty,defeated,hostile,worst,protest,exhausted,fatigued,burned,less safe,arrested,felony,vengeance,fear,repression,harsh,enemy,threatened,fascism,threatens,tired,worn,fear",-0.8
2024110701076.txt,"victory, exclusive, celebrate, popular, victory, ability, resilience, good, news,","inflation, immigration, criminal, derail, enemies, retribution, deportation, vitriol, hate, threats, interrupted, disruptive, evacuations, hoax,",-0.3
